"id","title_ru","title_ro","title_en","body_ru","body_ro","body_en","materiale_cat_id","created_at","updated_at"
"82","Бороться с Богом","Lupta cu Dumnezeu ","Wrestling with God","<p><img src=""/system/images/616/detail_preview/_.jpg"" border=""0"" alt=""image"" width=""244"" height=""338"" style=""float: left;"" />Бороться с Богом - Курс об Исааке, Исаве и Иакове (Бытие 24-36)</p>
<p>Бог распространяет обетования завета, заключенного с Авраамом, на Исаака и Иакова. Из сыновей Исаака и Иакова произошло два народа, которые всегда враждовали между собой. Истины, которые мы можем узнать о Боге, помогут укрепить нашу веру, помогая нам увидеть Его цель в нашей жизни.&nbsp;</p>","<p><img src=""/system/images/563/large_thumb/2_Genesa_4_Lupta_cu_Dumnezeu.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Lupta cu Dumnezeu - Un studiu
despre Isaac, Iacov şi Esau
(Genesa 24-36)
<br /><br /> Dumnezeu Îşi înnoieşte promisiunea legământului Său făcut cu
Avraam prin Isaac şi Iacov. Din fiii lui
Isaac, Iacov şi Esau, se ridică două
naţiuni care vor fi mereu în conflict.
Adevărurile pe care le învăţăm despre
Dumnezeu ne pot călăuzi în
credinţa noastră, ajutându-ne să
vedem scopurile Sale în viaţa noastră.&nbsp;&nbsp;</p>","<p><em><strong>Wrestling with God - A Study on Isaac, Jacob, and Esau</strong></em>&nbsp;- Chapters 24-36<br /><br />God renews His covenant promise with Abraham through Isaac and Jacob. Two struggling nations arise from Isaac's sons, Jacob and Esau. The truths we learn about God can guide our faith, helping us see His purposes in our lives.&nbsp;</p>","4","2015-08-28 13:44:08","2015-10-13 21:07:44"
"83","Книга Левит","Leviticul","Leviticus","<p>Книга Левит - Святой Бог, святой народ</p>
<p>Чему жертвоприношение, священство и праздники учат нас о том, как освящаться и поклоняться Богу достойным образом? Этот курс по книге Левит поможет вам понять связь между Ветхим и Новым Заветом.</p>","<p><img src=""/system/images/564/large_thumb/4_Levitic_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Leviticul - Un Dumnezeu sfânt,
un popor sfânt</p>
<p>Ce ne învaţă jertfele, preoţia şi
sărbătorile despre cum putem fi
sfinţi şi să ne închinăm cum se
cuvine lui Dumnezeu?
			Acest studiu al cărţii Leviticul te
ajută să înţelegi relaţia dintre
Vechiul şi Noul Testament.&nbsp;&nbsp;</p>","<p>Leviticus - A Holy God, A Holy People</p>
<p><em><strong></strong></em>What do sacrifices, priesthoods, and feasts teach us about how we can be holy and worship God properly? This excellent study will help you understand the relationship between the Old and New Testaments.&nbsp;</p>","4","2015-08-28 15:02:08","2015-08-28 15:13:23"
"84","Книга Судей Израилевых","Judecătorii","Judges","<p><img src=""/system/images/614/detail_preview/_.jpg"" border=""0"" alt=""image"" width=""240"" height=""322"" style=""float: left;"" />Книга Судей - Изгони своих врагов!</p>
<p>Ничего не изменилось со времен судей - люди по-прежнему делают то, что правильно в их собственных глазах. Истину оттолкнули в сторону и результат - рабство греха. Только истины Божьи и моральные принципы принесут мир и свободу от рабства.</p>","<p><img src=""/system/images/567/large_thumb/7_Judecatorii_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Judecătorii&nbsp;- Alungă-ţi duşmanii!<br /><br /> Nimic nu s-a schimbat din timpul
Judecătorilor - oamenii încă fac&nbsp;ce le place. Numai adevărurile şi
principiile morale ale lui Dumnezeu
aduc pace şi eliberare din robia
păcatului.&nbsp;&nbsp;</p>","<p>Judges - Driving Out Your Enemies!<br /><br />Nothing has changed from the days of the Judges - people still do what is right in their own eyes. Absolutes are shoved aside and the result is bondage to sin. Only God's truths and moral principles bring peace and freedom from bondage.&nbsp;</p>","4","2015-08-28 15:23:21","2016-02-23 20:37:00"
"85","Разделенное сердце ... разделенное царство","O inimă împărţită... o naţiune împărţită","A Divided Heart/A Divided Nation","<p>Разделенное сердце ... разделенное царство</p>
<p>(3 Царств 1-15 и 2 Паралипоменон 1-13)</p>
<p>Что происходит, когда ваше сердце разделено? На примере жизни Соломона, Ровоама, Иеровоам, и Авия вы можете узнать, что делает Бог, когда Его люди полагаются на свои собственные суждения и не повинуются Ему.</p>","<p><img src=""/system/images/569/detail_preview/11_K_P_1_A_Divided_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />O inimă împărţită... o naţiune
împărţită<br /> (1 Împăraţi 1-15 si 2 Cronici 1-13)
<br /><br /> Ce se întâmplă când inima ta este
împărţită? Află din acest studiu
despre Solomon, Roboam,
Ieroboam şi Abia ce face Dumnezeu
când poporul Său se încrede în
propria-i judecată şi nu ascultă&nbsp;de El.&nbsp;&nbsp;</p>","<p>A Divided Heart . . . A Divided Nation - 
(1 Kings 1 - 15:8; 2 Chronicles 1 - 13)</p>
<p>What happens when your heart is divided?  What lessons can we learn for our lives today from the examples of Solomon, Rehoboam, Jeroboam, and Abijam? What does God do when His people trust their own judgment and disobey Him?</p>","10","2015-08-29 09:37:30","2015-08-29 09:53:17"
"87","Куда вы бежите?","Unde te duci?","Where Are You Going?","<p>Куда вы бежите? (Книга пророка Ионы)</p>
<p>Последуйте за пророком Ионой в тщетной попытке убежать от Бога, чтобы не исполнить Его повеление - предупредить жителей Ниневии, которая была известна своим злом. Узнайте о том, как Бог, суверенным образом, вмешивается, для достижения Своей цели.</p>","<p><img src=""/system/images/571/large_thumb/13_K_P_5_Iona_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Unde te duci?
(Iona)</p>
<p>Urmează-l pe Iona în călătoria lui
zadarnică în încercarea sa de a
scăpa de porunca lui Dumnezeu
de-a avertiza cetatea Ninive, care
ajunsese vestită pentru răutatea
ei. Descoperă cum intervine
Dumnezeu într-un mod suveran
pentru a-Şi împlini scopul.&nbsp;&nbsp;</p>","<p>Where Are You Going? - A Study of the Book of Jonah</p>
<p>Have you ever tried to run away from God? Can a mere man hide from the presence of an all -knowing, all -powerful God? God used a reluctant prophet to tell an evil city of His compassion for them. When God calls you to deliver a message to someone you don't love, will you run, or get angry, or comply? Would it take a great calamity, an earthquake, or flood for God to get your attention?</p>","10","2015-08-29 12:31:26","2015-08-29 12:47:25"
"88","Книга Неемии","Neemia ","Nehemiah","<p><img src=""/system/images/645/detail_preview/_-_.jpg"" border=""0"" alt=""image"" width=""254"" height=""338"" style=""float: left;"" />Неемия - Восстановление, возрождение и исцеление Божьего народа.</p>
<p>Как вы реагируете, когда враг пытается вам помешать следовать четкому Божьему направлению? Неемия доказал свое послушание перед Богом и проявил лидерские качества. Кроме того, в жизни Неемии мы видим чудо Божественного благословения и Его заботы.</p>","<p><img src=""/system/images/572/large_thumb/16_Neemia_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Neemia &ndash; Reconstruirea, trezirea spirituală şi restaurarea poporului lui Dumnezeu</p>
<p>Cum răspunzi când vrăjmaşul încearcă să te împiedice să
urmezi călăuzirea clară a lui Dumnezeu? Neemia a dat dovadă de ascultare de Dumnezeu şi a manifestat calităţi de conducător. De asemenea, în viaţa lui Neemia vedem minunea binecuvântării lui Dumnezeu şi a purtării Lui de grijă.</p>","<p>Nehemiah - Rebuilding, Revival and Restoration of the People of God</p>
<p>How do you respond when the enemy tries to interfere with God's clear direction? The enemies of God sought to frighten Nehemiah as he proceeded to rebuild the walls of Jerusalem. Nehemiah shows us leadership and obedience in the face of opposition, as well as God's miraculous blessing and provision.</p>","4","2015-08-29 12:49:46","2016-02-23 20:33:26"
"89","Книга пророка Малахии","Maleahi ","Malachi","<p><img src=""/system/images/613/detail_preview/_.jpg"" border=""0"" alt=""image"" width=""240"" height=""324"" style=""float: left;"" />Малахия - Бойся Бога и чти Имя Его.</p>
<p>Бог говорит нам, что Он ведет памятную книгу о тех, кто боится и почитает Имя Его. Книга пророка Малахии подготовит вас ко дню, когда Господь откроет окна небесные и изольет потоки благословений.&nbsp;</p>","<p><img src=""/system/images/573/large_thumb/19_Maleahi_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Maleahi - Teme-te de Domnul&nbsp;şi cinsteşte Numele Lui<br /><br /> Dumnezeu ne spune că El ţine o
carte de aducere aminte pentru
cei ce se tem de El şi cinstesc
Numele Lui. Cartea Maleahi te
va pregăti pentru ziua în care
Domnul va deschide zăgazurile
cerurilor şi va turna belşug de
binecuvântare.&nbsp;</p>","<p>Malachi - Revering the Lord, Standing in Awe of His Name</p>
<p>God tells us that He is keeping a book of remembrance for those who fear Him and esteem His name. Malachi will prepare you for the day when the Lord opens the windows of heaven and pours out His blessing.</p>","4","2015-08-29 13:00:46","2015-10-13 20:54:55"
"90","Книга пророка Захарии","Zaharia","Zechariah","<p><img src=""/system/images/611/detail_preview/_.jpg"" border=""0"" alt=""image"" width=""240"" height=""322"" style=""float: left;"" />Захария - ""Они будут Моим народом, и Я буду их Богом""</p>
<p>Что произойдет в день, когда Господь станет Царем над всею землею? Для праведников наступает время будущего царства. Готовы ли вы к этому дню?</p>","<p><img src=""/system/images/574/large_thumb/18_Zaharia_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Zaharia - &bdquo;Ei vor fi poporul Meu şi Eu voi fi Dumnezeul lor""<br /><br /> Ce se va întâmpla în ziua când
Domnul va fi Împărat peste tot
pământul? Pentru cei neprihăniţi
se apropie timpul unei împărăţii
viitoare. Eşti gata pentru aceea zi?&nbsp;&nbsp;</p>","<p>Zechariah - &ldquo;They Shall Be My People, and I Will Be Their God&rdquo;</p>
<p>What will happen on the day when the Lord is king over all the earth? There is a future time of restoration coming for the righteous. Are you ready for that day?</p>","4","2015-08-29 13:13:02","2015-10-13 20:48:56"
"91","Послание к Римлянам ч.1","Romani p.1","Romans p.1","<p><img src=""/system/images/644/detail_preview/_-_-_-_-1.jpg"" border=""0"" alt=""image"" width=""261"" height=""338"" style=""float: left;"" />Послание к Римлянам. Часть 1 - Как избежать наказания за грех&nbsp;(главы 1-5)</p>
<p>Все согрешили. Нет праведного, ни одного. Мы получаем оправдание только верой в кровь Иисуса. Исследуйте основные доктрины: о вере и спасении, о первородном грехе, об оправдании и искуплении.</p>","<p><img src=""/system/images/575/large_thumb/22_Romani_1_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Romani 1 &ndash; Cum să scapi de pedeapsa păcatului (Romani 1&ndash;5)</p>
<p>Toţi au păcătuit. Nu este niciun om neprihănit, niciunul măcar. Noi suntem socotiţi neprihăniţi numai prin credinţa în sângele lui Isus. Studiază doctrinele fundamentale ale credinţei şi mântuirii, ale păcatului original, justificării, răscumpărării şi ispăşirii.</p>","<p>Romans Part 1 - Freed from Sin's Penalty (Chapters 1-5)</p>
<p>All have sinned. There is none righteous. We are declared righteous by God only by faith in the blood of His Son. Romans 1-5 explains the foundational doctrines of our faith - original sin, justification, redemption, and propitiation. Gain an excellent grasp of the doctrine of salvation!</p>","4","2015-08-29 13:19:50","2016-02-08 12:47:12"
"92","Послание к Римлянам ч.2","Romani p.2","Romans p.2","<p><img src=""/system/images/643/detail_preview/_-_-_-_-2.jpg"" border=""0"" alt=""image"" width=""253"" height=""338"" style=""float: left;"" />Римлянам 2 - освобождены от греха (Римлянам 6-8)</p>
<p>Мы освобождены от вины и власти греха, но мы узнаем о плоти? Откройте взаимосвязь между оправданием по вере и жизнью в силе Святого Духа - удивительном процессе освящения.</p>","<p><img src=""/system/images/576/large_thumb/23_Romani_2_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Romani 2 &ndash; Suntem eliberaţi de sub puterea păcatului
(Romani 6&ndash;8)</p>
<p>Suntem eliberaţi de vinovăţia şi puterea păcatului, dar ce învățăm despre firea pământească? Descoperă legătura dintre a fi socototit neprihănit prin credinţă şi viaţa trăită prin puterea Duhului Sfânt &ndash; procesul uimitor al sfinţirii.</p>","<p>Romans Part 2 - Freed from Sin's Power (Chapters 6-8)</p>
<p>Free from the guilt and power of sin, but what about the flesh? Discover how justification by faith relates to day by day living through the Holy Spirit's power - the amazing process of sanctification (Romans 6 - 8).</p>","4","2015-08-29 13:49:10","2016-02-08 12:46:23"
"93","Послание к Римлянам ч.3","Romani p.3","Romans p.3","<p><img src=""/system/images/642/detail_preview/_-_-_-_-3.jpg"" border=""0"" alt=""image"" width=""253"" height=""338"" style=""float: left;"" />Римлянам 3 - Бог суверенитета и свободная воля человека. Жизнь как живую жертву (Римлянам 9-16)</p>
<p>Бог заслуживает полного доверия. Исследуйте суверенность Бога, сосредоточив внимание на выборе Израиля и верности Бога Своему завету. Затем изучите, как оправдание и искупление помогает вам праведно жить и служить Богу.</p>","<p><img src=""/system/images/577/large_thumb/24_Romani_3_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Romani 3 - Suveranitatea lui
Dumnezeu şi voinţa liberă a
omului. Viaţa ca o jertfă vie
(Romani 9-16)
<br /><br /> Dumnezeu este demn de încredere
întotdeauna. Studiază suveranitatea
lui Dumnezeu concentrându-te
asupra alegerii lui Israel şi a credincioşiei Sale faţă de legământ. Apoi
învaţă cum răscumpărarea, justificarea şi ispăşirea te ajută să trăieşti
neprihănit slujindu-l pe Dumnezeu.&nbsp;&nbsp;</p>","<p>Romans Part 3 - The Sovereignty of God and the Free Will of Man (Chapters 9-11)</p>
<p>God doesn't go back on His promises. He can always be trusted. Romans 9 - 11 is an extended discussion of the subject of God's sovereignty - election, predestination, and responsibility - focusing on His choice of Israel and His faithfulness to His covenant.</p>","4","2015-08-29 13:55:08","2016-02-08 12:45:21"
"94","Послание к Ефесянам","Efeseni","Ephesians","<p>Ефесянам - Церковь, созидаемая в любви, ходит в силе.</p>
<p>Послание к Ефесянам апостола Павел раскрывает нам, кто мы во Христе, и как мы должны вести себя в соответствии с высоким званием, которые получили. Узнайте о том, как Бог выбирает, преобразует и наделяет силой, Своих святых, для жизни угодной Ему.</p>","<p><img src=""/system/images/578/large_thumb/25_Efeseni_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Efeseni - Biserica zidită&nbsp;în dragoste, umblă în putere.<br /><br /> Epistola apostolului Pavel către
efeseni arată cine suntem noi&nbsp;în Hristos şi cum trebuie să ne
purtăm într-un chip vrednic de
înalta chemare pe care am primit-o.
Învaţă cum îi alege, transformă şi îi
împuterniceşte Dumnezeu pe sfinţii
Săi să trăiască o viaţă plăcută Lui.&nbsp;&nbsp;</p>","<p>Ephesians - The Church: Rooted in Love, Walking in Power</p>
<p>Chosen in Christ before the foundation of the world, targeted by grace, sons of God united in a single family, inheritors, holy, redeemed, forgiven, raised from the dead and seated with Jesus Christ in the heavenlies! How can you not study Ephesians!? Before Paul even hints at how believers should live, he lays a rock-solid foundation: who we are in Christ! If you think you&rsquo;re just a cog in a machine, if you don&rsquo;t know your true identity, then this study is for you. Praise God for what He planned in eternity past and is waiting to reveal to you now . . . through the study of His Word. Learn who and what you are in Christ and you&rsquo;ll want to walk God&rsquo;s ways the rest of your life!</p>","4","2015-08-29 14:01:14","2015-08-29 14:08:38"
"95","Послание к Евреям ч.2","Evrei p.2","Hebrews p.2","<p>Послание к Евреям ч. 2 - Приходите с дерзновением к престолу (Евреям 5-13)</p>
<p>Исследуйте взаимосвязь между Новым и Ветхим Заветами, а также отношения между этими заветами, скиниями и жертвоприношениями. Узнайте, как Иисус исполнил Закон и Пророков, и стал нашим Первосвященником.</p>","<p><img src=""/system/images/579/large_thumb/33_Evrei_2_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Evrei 2 - Apropie-te cu deplină
încredere de tronul Său&nbsp;(Evrei 5-13)
<br /><br /> Studiază legătura dintre Noul
Testament şi Vechiul Testament, şi
relaţia dintre cele două legăminte,
cele două corturi şi jertfe. Vezi cum
a împlinit Domnul Isus Legea şi
Prorocii şi a devenit Marele
			nostru Preot.&nbsp;&nbsp;</p>","<p>Hebrews part 2 - Jesus, Our High Priest Forever - (Chapters 5-10)</p>
<p>Ever wondered how the New Testament connects to the Old? This fascinating study of Hebrews 5- 10 explains relationships between the two covenants, the earthly and heavenly tabernacles, and the sacrifices of animals and the Son of Man. See how Jesus fulfilled the Law and the Prophets and became our great High Priest.</p>","4","2015-08-29 14:11:29","2015-08-29 14:19:40"
"96","Послание Иуды","Iuda","Jude","<p>Иуда - Подвизайтесь за веру</p>
<p>Проблемы в церкви подтолкнули Иуду написать вдохновенное послание о Божьем суде над грехом. Исследуя это актуальное и сегодня послание, вы узнаете о дне суда, с которым встретится каждый.</p>","<p><img src=""/system/images/580/large_thumb/36_Iuda_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Iuda - Luptaţi pentru credinţă
<br /><br /> Problemele din biserică l-au
determinat pe Iuda să predice&nbsp;un mesaj plin de putere despre
judecata lui Dumnezeu asupra
păcatului. Învaţă din acest studiu
mereu actual despre ziua judecăţii
cu care ne vom confrunta cu toţii.&nbsp;&nbsp;</p>","<p>Jude - Contend for the Faith</p>
<p>Problems within the church prompted Jude to preach a strong message about God's judgment of sin. Did you get the message? Learn more about the day of judgment in this timely study.</p>","4","2015-08-29 14:24:46","2015-10-13 20:34:30"
"97","Созидая отношения - как развивать прочные отношения, полные сострадания и любви","Zidind relaţii - cum să dezvolţi relaţii trainice, pline de compasiune şi dragoste ",,"<p>Созидая отношения - как развивать прочные отношения, полные сострадания и любви.</p>
<p>Люди всегда ищут отношений. Человек, у которого сформировались здравые отношения с Богом и окружающими, будет иметь измененную и восполненную жизнь.</p>","<p><img src=""/system/images/581/large_thumb/Coperta_Zidind_relatii_Press_Quality_.jpg"" border=""0"" alt=""image"" width=""247"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Zidind relaţii - cum să
dezvolţi relaţii trainice,
pline de compasiune&nbsp;şi dragoste
<br /><br /> Oamenii sunt mereu&nbsp;în căutare de relaţii.&nbsp;O persoană formată prin
intermediul relaţiilor
sănătoase cu Dumnezeu
şi cu oamenii din&nbsp;jurul ei va avea o viaţă
schimbată şi împlinită.&nbsp;&nbsp;</p>",,"9","2015-08-29 15:07:33","2015-08-29 15:12:16"
"98","Семья и миссия","Familia şi misiunea",,"<p>Семья и миссия</p>
<p>Каково ваше представление о семье? Что вы можете сказать о миссии? Являются ли они библейскими? Думали ли вы, что эти два понятия могут и должны быть объединены? Эта книга поможет вам лучше понять свое призвание и цель Бога для вас и вашей семьи.</p>","<p><img src=""/system/images/582/large_thumb/Coperta_Familia_si_misiunea.jpg"" border=""0"" alt=""image"" width=""247"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Familia şi misiunea
<br /><br /> Care este concepţia&nbsp;ta despre familie?&nbsp;Dar despre misiune?
Sunt acestea biblice?
Te-ai gândit că aceste
două concepţii pot şi
trebuie combinate?
Această carte te va ajuta
sã înţelegi mai bine
chemarea şi scopul lui
Dumnezeu pentru tine
şi familia ta.</p>",,"9","2015-08-29 15:23:00","2015-08-29 15:29:04"
"99","Девушки, украшение наших домов","Fetele, podoaba caselor noastre",,"<p>Девушки, украшение наших домов.</p>
<p>Исследование о библейских ценностях, лежащих в основе формирования здравых убеждений жизни девочек, которые ведут к жизни угодной Богу.</p>","<p><img src=""/system/images/583/large_thumb/Manual_fete_cover.jpg"" border=""0"" alt=""image"" width=""262"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Fetele, podoaba&nbsp;caselor noastre<br /><br /> Un studiu despre
valorile biblice care
stau la baza formării
convingerilor sănătoase
în viaţa fetelor şi care
duc la un mod de viaţă
plăcut lui Dumnezeu.&nbsp;&nbsp;</p>",,"9","2015-08-29 15:47:11","2015-10-13 20:31:06"
"100","Служение вдов","Slujirea văduvelor",,"<p>Откройте для себя значение того, чтобы служить и тебе служили! Библейский курс, который показывает важность, которую Бог определяет вдовам в их служении. Тот факт, что Бог Сам непосредственно вовлекается в жизнь вдов, должен мотивировать нас на служение.</p>","<p><span style=""color: #333333; font-family: Arial, 'Segoe UI', Helvetica, sans-serif; font-size: 12px; line-height: 18px;""><img src=""/system/images/584/large_thumb/slujirea_vaduvelor.jpg"" border=""0"" alt=""image"" width=""259"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Descoperă ce &icirc;nseamnă a sluji şi a fi slujită! Un studiu biblic ce arată importanţa pe care o dă Dumnezeu văduvelor şi slujirii lor. Faptul că Dumnezeu &Icirc;nsuşi Se implică &icirc;n viaţa văduvelor ne motivează şi pe noi la slujire.</span></p>",,"9","2015-08-30 18:35:13","2015-10-13 20:30:11"
"101","История Израильского народа","Istoria poporului Israel",,"<p>Уроки из истории Израильского народа представленные в удобном формате для уроков религии в школах и не только.&nbsp;</p>","<p><img src=""/system/images/585/large_thumb/Istoria_Izrael.jpg"" border=""0"" alt=""image"" width=""277"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Lecţii din istoria&nbsp;poporului Israel&nbsp;prezentate &icirc;ntr-un&nbsp;format potrivit pentru&nbsp;orele de religie din&nbsp;şcoli şi nu numai.&nbsp;</p>",,"9","2015-08-31 11:25:52","2015-08-31 11:30:50"
"102","Хождение с Богом","Umblînd cu Dumnezeu",,"<p>Тема хождения с Богом ставит акцент на развитии отношений с Богом, на образе жизни полностью посвященном Его водительству.&nbsp;</p>","<p><img src=""/system/images/587/large_thumb/umblarea.jpg"" border=""0"" alt=""image"" width=""263"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" /></p>
<p>Tema umblării cu Dumnezeu pune accentul pe dezvoltarea unei relaţii cu Dumnezeu, pe trăirea unei vieţi predate &icirc;n totalitate călăuzirii Sale.&nbsp;</p>",,"9","2015-08-31 11:44:08","2015-10-13 20:26:50"
"103","Что говорит Библия о сексуальности?","Ce spune Biblia despre Sexualitate?",,"<p><img src=""/system/images/641/detail_preview/40M-_-_-_-_-_.jpg"" border=""0"" alt=""image"" width=""231"" height=""338"" style=""float: left;"" />Современное общество изобилует информацией о сексе. В Интернете, на телевидении, в журналах и газетах, на рекламных щитах секс представляется как то, что можно практиковать с кем угодно, где угодно и когда угодно.</p>","<p><img src=""/system/images/588/large_thumb/Sexualitate.jpg"" border=""0"" alt=""image"" width=""253"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Societatea &icirc;n care trăim pare a fi suprasaturată de informație despre sex. &Icirc;n Internet, la Televizor, &icirc;n reviste și ziare, pe panouri publicitare sexul este preezentat ca ceva ce poate fi folosit &icirc;n orice loc, cu oricine, oricum etc.&nbsp;</p>",,"1","2015-08-31 11:50:54","2016-02-08 12:44:06"
"104","Как сделать правильный выбор, о котором не будешь сожалеть?","Cum să faci alegeri pe care să nu le regreți?",,"<p><img src=""/system/images/639/detail_preview/40M-_-_-_-_.jpg"" border=""0"" alt=""image"" width=""231"" height=""338"" style=""float: left;"" />Мы живем во времена, когда наш выбор сильно зависит от стереотипов, моды, идеологии и от искушения. Бог оставил нам Свое Слово, чтобы мы научились различать добро и зло, чтобы научились делать выбор, о котором не будем сожалеть впоследствии.</p>","<p><img src=""/system/images/589/large_thumb/Alegeri.jpg"" border=""0"" alt=""image"" width=""253"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Trăim vremuri &icirc;n care alegerile noastre sunt foarte mult influiențate de stereotipuri, modă, ideologii, și de ispite. Dumnezeu ne-a lăsat Cuv&acirc;ntul Lui pentru ca să &icirc;nvățăm să deosebim binele de rău, să &icirc;nvățăm să facem alegeri, de care să nu regretăm apoi.&nbsp;</p>",,"1","2015-08-31 12:24:46","2016-02-04 14:30:04"
"105","Хочешь быть учеником Христа? Будь готов заплатить цену","Vrei să fii ucenicul lui Isus? Trebuie să plătești prețul",,"<p><img src=""/system/images/640/detail_preview/40M-_-_-_-_.jpg"" border=""0"" alt=""image"" width=""232"" height=""338"" style=""float: left;"" />Какие ожидания были у Иисуса, когда Он призывал мужчин и женщин следовать за Ним? Было ли это разумно? В чем разница между теми, кто называет себя христианами и остальными? Что подтверждает тот факт, что человек является истинным учеником Иисуса или опровергает это?&nbsp;</p>","<p><img src=""/system/images/590/large_thumb/5.jpg"" border=""0"" alt=""image"" width=""253"" height=""370"" style=""margin-left: 5px; margin-right: 5px; float: left;"" />Ce așteptări avea Isus atunci c&acirc;nd chema bărbați și femei ca să-L urmeze? Era rezonabil? Care este diferența dintre cei care se numesc creștini și toți ceilalți? Ce anume dovedește dacă o persoană este un ucenic adevărat al lui Isus sau nu?</p>",,"1","2015-08-31 12:33:04","2016-02-08 12:42:39"
